epoch,step,train_loss
0,49,0.04202928766608238
0,99,0.030452938750386238
0,149,0.02935038134455681
0,199,0.019289884716272354
0,249,0.020342208445072174
0,299,0.017949772998690605
0,349,0.01565840095281601
0,399,0.01523991022258997
0,449,0.016368623822927475
0,499,0.014803278259932995
0,549,0.01357728336006403
0,599,0.00961244571954012
0,649,0.010994654148817062
0,699,0.010642053559422493
0,749,0.011510043404996395
0,799,0.009110894054174423
0,849,0.010449561290442944
0,899,0.010591812431812286
0,949,0.00986957736313343
0,999,0.010042324662208557
0,1049,0.008645296096801758
0,1099,0.008665937930345535
0,1149,0.008633286692202091
0,1199,0.009330864995718002
0,1249,0.008378339931368828
0,1299,0.008588901720941067
0,1349,0.008760659955441952
0,1399,0.00699397549033165
0,1449,0.007506912108510733
0,1499,0.008536837063729763
0,1549,0.006807814817875624
0,1599,0.006880592089146376
0,1649,0.0059342519380152225
0,1699,0.006915262434631586
0,1749,0.007947862148284912
0,1799,0.009276753291487694
0,1849,0.007838900201022625
0,1899,0.007568096276372671
0,1949,0.006704695988446474
0,1999,0.006688944064080715
0,2049,0.006468263454735279
0,2099,0.0060799685306847095
0,2149,0.0067566316574811935
0,2199,0.006065837573260069
0,2249,0.006050927564501762
0,2299,0.008074422366917133
0,2349,0.006573436316102743
0,2399,0.006272275932133198
